video_id,channel_id,video_title,channel_title,category_name,live_upcoming_none,view_count,like_count,dislike_count,comment_count,published_at,tags,duration,definition,caption,thumbnail,url
bf4WRdPnf4I,UCXIJgqnII2ZOINSWNOGFThA,gym owners reflect on coronavirus pandemic one year later,Fox News,News & Politics,none,9185,285,0,135,2021-03-16T11:15:03Z,"coronavirus,coronavirus pandemic,COVID-19,small businesses,small business,gym,business owners,US,United States,business,fox news channel,fox news,FNC,fox and friends first",PT5M18S,hd,True,https://i.ytimg.com/vi/bf4WRdPnf4I/default.jpg,https://www.youtube.com/watch?v=bf4WRdPnf4I
xtW8F1Y3mAw,UCXIJgqnII2ZOINSWNOGFThA,fda approves rapid coronavirus test,Fox News,News & Politics,none,114323,1969,0,574,2020-03-28T19:48:30Z,"rapid test,fda approval,fda coronavirus,America's news HQ,fox news america's news HQ,fox news coronavirus,coronavirus,coronavirus outbreak,coronavirus pandemic,coronavirus task force,coronavirus updates,covid-19,covid-19 pandemic,outbreak,pandemic,fnc,fox news,fox news channel,fox news media,fox news network,coronavirus test,point of care,coronavirus news today,coronavirus news update,us news today,fda regulations,fda coronavirus regulations",PT1M30S,hd,True,https://i.ytimg.com/vi/xtW8F1Y3mAw/default.jpg,https://www.youtube.com/watch?v=xtW8F1Y3mAw
hIpCSt6NUJg,UCXIJgqnII2ZOINSWNOGFThA,ingraham what we still dont know about coronavirus pandemic,Fox News,News & Politics,none,289288,6352,0,1894,2020-03-18T03:40:19Z,"Fox News Channel,Fox News,News,opinion,the ingraham angle,ingraham angle,laura ingraham,ingraham,ingraham monologue,laura ingraham monologue,laura ingraham angle,ingraham the angle,china,china virus,wuhan,wuhan virus,coronavirus,fox news coronavirus,coronavirus pandemic,pandemic,covid-19,covid 19,coronavirus in the us,us coronavirus,coronavirus facts,covid-19 facts,coronavirus testing,coronavirus outbreak,corona virus,coronavirus response",PT8M9S,hd,True,https://i.ytimg.com/vi/hIpCSt6NUJg/default.jpg,https://www.youtube.com/watch?v=hIpCSt6NUJg
felnRnj_zZ8,UCXIJgqnII2ZOINSWNOGFThA,gutfeld on limiting coronavirus lawsuits,Fox News,News & Politics,none,218803,4318,0,922,2020-04-29T22:55:41Z,"The FIve,Greg Gutfeld,Gutfeld,Gutfeld monologue,gutfeld tonight,greg gutfeld monologue,The Five greg gutfeld,Fox News The Five,The Five Gutfeld Monologue,The Five monologue,litigation,coronavirus lawsuits,tort reform,mitch mcconnell tort reform,lawsuits,juan williams,dana perino,jesse watters,kennedy,fnc,fox news,fox news channel,fox news media,fox news network,coronavirus pandemic,coronavirus quarantine,public health,chinese government,coronavirus",PT7M18S,hd,True,https://i.ytimg.com/vi/felnRnj_zZ8/default.jpg,https://www.youtube.com/watch?v=felnRnj_zZ8
gkR0jipzPRA,UCXIJgqnII2ZOINSWNOGFThA,how to prevent the spread of coronavirus,Fox News,News & Politics,none,29407,488,0,254,2020-03-18T19:15:01Z,"Fox News Channel,FNC,Fox News,News,Latest News,Top stories,Coronavirus,wuhan coronavirus,wuhan china,Coronavirus treatment,Coronavirus china,coronavirus bill,public health,public health crisis,covid 19,coronavirus cases,us health,global health,coronavirus pandemic,China,Chinese government,coronavirus quarantine,virus,viral disease,diseases,social distancing,white house,coronavirus tips,coronavirus prevention",PT31S,hd,False,https://i.ytimg.com/vi/gkR0jipzPRA/default.jpg,https://www.youtube.com/watch?v=gkR0jipzPRA
gsp691RCGRU,UCXIJgqnII2ZOINSWNOGFThA,coronavirus will not be the last global pandemic,Fox News,News & Politics,none,262616,8733,0,1759,2020-03-13T01:44:13Z,"Coronavirus,Tucker Carlson,Tucker,Carlson,Tucker Carlson Monologue,Tucker Monologue,Tucker Carlson monologue,tucker reacts,tucker carlson reacts,tucker carlson china,tucker carlson coronavirus,tucker carlson tonight,tucker tonight,coronavirus,china coronavirus,united states coronavirus,covid-19,chinese antibiotics,antibiotics,fnc,fox news,fox news channel,fox news media,fox news network,world health organization,tucker carlson commentary",PT5M57S,hd,True,https://i.ytimg.com/vi/gsp691RCGRU/default.jpg,https://www.youtube.com/watch?v=gsp691RCGRU
Pevfw17JS6k,UCXIJgqnII2ZOINSWNOGFThA,gutfeld on promising new treatments on the coronavirus,Fox News,News & Politics,none,152524,3277,0,1013,2020-03-23T23:01:39Z,"The Five,The Five Greg Gutfeld,Greg Gutfeld,Gutfeld,Greg Gutfeld Monologue,Gutfeld Monologue,Gutfeld Tonight,Greg Gutfeld Monologue tonight,Greg Gutfeld reacts,juan williams,dana perrino,dagen mcdowell,jesse watters,Greg Gutfeld china,greg gutfeld medicine,coronavirus,the five coronavirus,fnc,fox news,fox news channel,fox news media,fox news network,malaria drug,hydroxychloroquine,coronavirus hydroxychloroquine,covid-19,covid-19 treatment,new york",PT7M45S,hd,True,https://i.ytimg.com/vi/Pevfw17JS6k/default.jpg,https://www.youtube.com/watch?v=Pevfw17JS6k
ebH3NDpXoVs,UCXIJgqnII2ZOINSWNOGFThA,religious leaders emphasize importance of faith during coronavirus pandemic,Fox News,News & Politics,none,21217,414,0,388,2020-04-12T15:48:04Z,"health,faith,easter sunday,easter,easter service,easter resurrection,rabbi,priest,priest and rabbi,faith during coronavirus,coronavirus easter,father dave dwyer,dave dwyer,rabbi evan moffic,evan moffic,coronavirus religious services,religious freedom,coronavirus,coronavirus outbreak,coronavirus pandemic,coronavirus presser,coronavirus updates,covid-19,covid-19 pandemic,outbreak,pandemic,fnc,fox news,fox news channel,fox news media,fox news network",PT11M9S,hd,True,https://i.ytimg.com/vi/ebH3NDpXoVs/default.jpg,https://www.youtube.com/watch?v=ebH3NDpXoVs
WYlwQeE06og,UCXIJgqnII2ZOINSWNOGFThA,moderna claims  effective coronavirus vaccine,Fox News,News & Politics,none,28901,404,0,605,2020-11-16T16:28:42Z,"Fox News Channel,Fox News,News,azar,alex azar,azar fox news,alex azar fox news,moderna,moderna vaccine,moderna coronavirus,moderna coronavirus vaccine,moderna covid-19,moderna covid-19 vaccine,pfizer,pfizer vaccine,vaccine,vaccine development,coronavirus,coronavirus vaccine,coronavirus vaccine development,new york,new york coronavirus,coronavirus restrictions,lockdown,coronavirus lockdown",PT5M28S,hd,True,https://i.ytimg.com/vi/WYlwQeE06og/default.jpg,https://www.youtube.com/watch?v=WYlwQeE06og
8506miurvpQ,UCXIJgqnII2ZOINSWNOGFThA,nurses write to tucker sharing experiences facing coronavirus pandemic,Fox News,News & Politics,none,88482,1777,0,842,2020-03-28T01:08:09Z,"health,nurses,nurses coroanvirus,COVID-19 nurses,nurse letters,tucker carlson coronavirus,coronavirus,coronavirus outbreak,coronavirus pandemic,coronavirus updates,covid-19,covid-19 pandemic,outbreak,pandemic,trump coronavirus,fnc,fox news,fox news channel,fox news media,fox news network,carlson,tucker,tucker carlson,tucker carlson tonight,tucker reacts,tucker tonight,nurses in nyc,nyc pandemic,coronavirus new york",PT2M39S,hd,True,https://i.ytimg.com/vi/8506miurvpQ/default.jpg,https://www.youtube.com/watch?v=8506miurvpQ
-r6mUnerPtc,UCXIJgqnII2ZOINSWNOGFThA,barstool sports founder on making the most of coronavirus quarantine,Fox News,News & Politics,none,75647,1155,0,127,2020-03-26T01:40:39Z,"Dave Portnoy,El Presidente,Barstool Sports,barstool sports founder,dave portnoy barstool sports,barstool sports pizza,dave portnoy pizza,dave portnoy coronavirus,tucker carlson dave portnoy,barstool,portnoy,dave portnoy purple pants,coronavirus,coronavirus pandemic,self isolation,quarantine,fnc,fox news,fox news channel,fox news network,carlson,tucker,tucker carlson,tucker carlson tonight,tucker reacts,tucker tonight,stooly,barstool sports investigates",PT4M2S,hd,True,https://i.ytimg.com/vi/-r6mUnerPtc/default.jpg,https://www.youtube.com/watch?v=-r6mUnerPtc
hpKJ1XSLjY8,UCXIJgqnII2ZOINSWNOGFThA,aoc and squad join calls to cancel rent amid coronavirus pandemic,Fox News,News & Politics,none,117349,1820,0,1923,2020-05-02T12:59:24Z,"politics,alexandria ocasio-cortez,u.s. politics,coronavirus pandemic,coronavirus news,donald trump,rep. alexandria ocasio-cortez,AOC,The squad,rent,coronavirus rent,rent strikes,cancel rent,#CancelRent,democrats,republicans,covid-19,coronavirus,global pandemic,nancy pelosi,president trump,white house,economy,coronavirus economy,covid-19 virus,aoc fox news,rent strike,democrats vs republicans,covid-19 virus update,covid-19 updates",PT4M35S,hd,True,https://i.ytimg.com/vi/hpKJ1XSLjY8/default.jpg,https://www.youtube.com/watch?v=hpKJ1XSLjY8
yA1hBTpXvb4,UCXIJgqnII2ZOINSWNOGFThA,coronavirus deaths will be dramatically decreased by end of may dr deborah birx,Fox News,News & Politics,none,1909599,16649,0,9152,2020-04-26T00:20:18Z,"special,politics,personality,Dr. Deborah Birx,Deborah Birx,White House,White House coronavirus,covid-19,coronavirus,coronavirus update,Trump,Donald Trump,Trump coronavirus,us news,coronavirus news,covid-19 updates,coronavirus updates,coronavirus latest news,covid-19 outbreak,coronavirus task force,white house briefing,white house press conference,coronavirus outbreak in china,coronavirus latest news today,white house coronavirus task force",PT6M37S,hd,True,https://i.ytimg.com/vi/yA1hBTpXvb4/default.jpg,https://www.youtube.com/watch?v=yA1hBTpXvb4
ZxICAFZY_io,UCXIJgqnII2ZOINSWNOGFThA,azar coronavirus vaccine could be distributed  hours after approval,Fox News,News & Politics,none,118273,759,0,1637,2020-12-06T21:00:11Z,"Fox News Channel,Fox News,News,HHS Secretary,Fox News Sunday,Chris Wallace,Alex Azar,Pfizer,moderna,Coronavirus,Coronavirus treatment,coronavirus bill,public health,public health crisis,covid 19,coronavirus cases,us health,global health,coronavirus pandemic,coronavirus quarantine,social distancing,coronavirus relief bill,coronavirus peak,coronavirus vaccine,vaccines,medical supplies",PT11M28S,hd,True,https://i.ytimg.com/vi/ZxICAFZY_io/default.jpg,https://www.youtube.com/watch?v=ZxICAFZY_io
9LBUutWsfBc,UCXIJgqnII2ZOINSWNOGFThA,traveling amid the coronavirus outbreak what you need to know,Fox News,News & Politics,none,16971,224,0,127,2020-03-09T17:58:00Z,"health,coronavirus,virus,coronavirus update,travel,travel info,travel during coronavirus,fox news,fox news channel,travelling,fox,news",PT2M14S,hd,False,https://i.ytimg.com/vi/9LBUutWsfBc/default.jpg,https://www.youtube.com/watch?v=9LBUutWsfBc
DZLQRA5XwPY,UCXIJgqnII2ZOINSWNOGFThA,gun sales skyrocket during coronavirus pandemic,Fox News,News & Politics,none,119517,2217,0,1190,2020-03-18T23:10:00Z,"Gun sales,coronavirus,coronavirus gun sales,gun sale spikes,ammunition sales,coronavirus ammunition sales,coronavirus gun sale spike,safe gun rights,second ammendment,ammunition shortage,William La Jeunesse,fox news coronavirus,fox news coronavirus coverage,looting,marshal law,fnc,fox news,fox news channel,fox news media,fox news network,coronavirus guns,coronavirus outbreak,coronavirus news,pandemic,pandemic fear,coronavirus fear",PT2M3S,hd,True,https://i.ytimg.com/vi/DZLQRA5XwPY/default.jpg,https://www.youtube.com/watch?v=DZLQRA5XwPY
DXBIQbJbZVw,UCXIJgqnII2ZOINSWNOGFThA,siegel slowing the spread of coronavirus,Fox News,News & Politics,none,46364,1517,0,570,2020-03-30T13:20:14Z,"Fox News Channel,Fox News,News,health,the next revolution,steve hilton,steve hilton the next revolution,marc siegel,marc siegel fox news,public health,public health crisis,us health crisis,coronavirus,coronavirus testing,us coronavirus,covid 19,latest coronavirus news,coronavirus pandemic,quarantine,stop the spread,coronavirus restrictions,coronavirus test,flatten the curve,coronavirus update,coronavirus outbreak,coronavirus news,covid-19 outbreak",PT5M2S,hd,True,https://i.ytimg.com/vi/DXBIQbJbZVw/default.jpg,https://www.youtube.com/watch?v=DXBIQbJbZVw
ocLK8aEXR98,UCXIJgqnII2ZOINSWNOGFThA,cdc analysis shows coronavirus poses serious risk for young people,Fox News,News & Politics,none,125532,2033,0,863,2020-03-19T04:03:18Z,"fox news @ night,personality,health|infectious_disease,health|infectious_disease|coronavirus,primary_health,health,personality|shannon_bream,on_air",PT5M45S,hd,True,https://i.ytimg.com/vi/ocLK8aEXR98/default.jpg,https://www.youtube.com/watch?v=ocLK8aEXR98
ACLU0OxWisE,UCXIJgqnII2ZOINSWNOGFThA,ingraham coronavirus pandemic spreads through us,Fox News,News & Politics,none,381807,6979,0,2821,2020-03-13T04:00:05Z,"Coronavirus,covid-19,coronavirus outbreak,coronavirus fears,pandemic,coronavirus pandemic,united states coronavirus,coronavirus response,media coronavirus,CNN coronavirus corovergae,fnc,fox news,fox news channel,fox news media,fox news network,fox news ingraham angle,ingraham,ingraham angle,ingraham angle monologue,ingraham angle tonight,ingraham tonight,laura ingraham,laura ingraham angle,laura ingraham monologue,the ingraham angle",PT5M52S,hd,True,https://i.ytimg.com/vi/ACLU0OxWisE/default.jpg,https://www.youtube.com/watch?v=ACLU0OxWisE
rLezK6SQNNk,UCXIJgqnII2ZOINSWNOGFThA,ingraham persistence not politics during the coronavirus crisis,Fox News,News & Politics,none,149136,2975,0,637,2020-03-20T03:30:05Z,"coronavirus,coronavirus outbreak,covid-19,anthony fauci,fox news,fox news channel,fox news media,fox news network,fox news ingraham angle,ingraham,ingraham angle,ingraham angle monologue,ingraham angle tonight,ingraham tonight,laura ingraham,laura ingraham angle,laura ingraham monologue,laura ingraham tonight,thats the angle,the angle,the ingraham angle,trump coronavirus,hydroxychloroquine,chloroquine,hydroxychloroquine coronavirus,coronavirus pandemic",PT6M7S,hd,True,https://i.ytimg.com/vi/rLezK6SQNNk/default.jpg,https://www.youtube.com/watch?v=rLezK6SQNNk
LmNOVFozyjo,UCXIJgqnII2ZOINSWNOGFThA,how are big cities and large states handling the coronavirus outbreak,Fox News,News & Politics,none,112305,1235,0,438,2020-03-13T03:27:49Z,"politics,fox news @ night,personality,health|infectious_disease,health|infectious_disease|coronavirus,health,politics|state_local,primary_us,health|infectious_disease|outbreaks,personality|shannon_bream,on_air,on_air|fox_news_@night",PT6M28S,hd,True,https://i.ytimg.com/vi/LmNOVFozyjo/default.jpg,https://www.youtube.com/watch?v=LmNOVFozyjo
a1vKEIzvE08,UCXIJgqnII2ZOINSWNOGFThA,pm justin trudeaus wife tests positive for coronavirus report,Fox News,News & Politics,none,504199,4377,0,1990,2020-03-13T02:17:14Z,"Breaking News,Justin Trudeau,Justin Trudeau wife coronavirus,sophie trudeau,justin trudeau sophie trudeau,justin trudeau wife,canada coronavirus,novel coronavirus,world health organization,coronavirus outbreak,prime minister,canadian prime minister,canadian prime minister coronavirus,pm justin trudeau,fnc,fox news,fox news channel,fox news media,fox news network,donald trump speech,sean hannity,hannity,hannity tonight,breaking news sean hannity",PT23S,hd,True,https://i.ytimg.com/vi/a1vKEIzvE08/default.jpg,https://www.youtube.com/watch?v=a1vKEIzvE08
zFWn5IVLYQk,UCXIJgqnII2ZOINSWNOGFThA,media condemns label chinese coronavirus after using it themselves,Fox News,News & Politics,none,277452,4797,0,2167,2020-03-14T03:36:40Z,"coronavirus,coronavirus media spin,coronavirus news,coronavirus outbreak,coronavirus china,china news,china coronavirus,coronavirus spread,racism,testing kits,docotr,world health organization,WHO,center for disease control,CDC,shannon bream,shannon bream fox news at night,fox news at night,fnc,fox news,fox news channel,fox news media,fox news network,jim acosta chinese coronavirus,chris cuomo chinese coornavirus,jim acosta",PT5M21S,hd,True,https://i.ytimg.com/vi/zFWn5IVLYQk/default.jpg,https://www.youtube.com/watch?v=zFWn5IVLYQk
J0Kavkyn46U,UCXIJgqnII2ZOINSWNOGFThA,dr fauci testifies before senate on coronavirus response,Fox News,News & Politics,none,457026,3076,0,1894,2020-05-12T18:40:27Z,"fnc,fox news,fox news channel,fox news media,fox news network,Fox News live,Fox News senate testimony,Fox News Fauci live,Dr. Fauci,Anthony Fauci,Dr. Anthony Fauci,Fox News live fauci senate,Dr. Fauci testify,senate coronavirus hearing,coronavirus,pandemic,coronavirus outbreak,coronavirus pandemic,coronavirus presser,coronavirus updates,covid-19,fauci senate,fauci senate hearing,fauci testimony",PT3H32M41S,hd,False,https://i.ytimg.com/vi/J0Kavkyn46U/default.jpg,https://www.youtube.com/watch?v=J0Kavkyn46U
_FUiPbzoGSQ,UCXIJgqnII2ZOINSWNOGFThA,ben carson on coronavirus pandemic we cant operate out of hysteria,Fox News,News & Politics,none,247470,4995,0,1488,2020-04-10T00:14:46Z,"health,ben carson,ben carson HUD,carson,Ben Carson fox news,HUD secretary,ben carsn coronavirus,coronavirus economy,american economy,americans woried about economy,health disparities,minority health disparities,coronavirus models,the story,the story martha maccallum,martha maccallum,maccallum,ben carson maccallum,coronavirus,coronavirus outbreak,coronavirus pandemic,covid-19,fox news,fox news channel,fox news media,fox news network,covid-19 pandemic",PT6M36S,hd,True,https://i.ytimg.com/vi/_FUiPbzoGSQ/default.jpg,https://www.youtube.com/watch?v=_FUiPbzoGSQ
EE1iX5HKELA,UCXIJgqnII2ZOINSWNOGFThA,nunes on chinas efforts to shift the narrative on coronavirus pandemic,Fox News,News & Politics,none,280271,3202,0,1899,2020-03-19T03:51:18Z,"politics,fox news @ night,Fox News Channel,Coronavirus,wuhan coronavirus,wuhan china,Coronavirus treatment,Coronavirus china,white house",PT7M35S,hd,True,https://i.ytimg.com/vi/EE1iX5HKELA/default.jpg,https://www.youtube.com/watch?v=EE1iX5HKELA
tTcM7KseaC0,UCXIJgqnII2ZOINSWNOGFThA,coronavirus task force unveils new testing process,Fox News,News & Politics,none,65772,706,0,466,2020-03-14T03:37:46Z,"Dr. Marc Seigel,Marc Siegel,Dr. Mark Siegel Fox News,Dr. Siegel,Dr. Siegel fox news,coronavirus marc siegel,shannon bream,shannon bream fox news at night,fox news at night,coronavirus,covid-19,coronavirus scare,fnc,fox news,fox news channel,fox news media,fox news network,coronavirus outbreak,coronavirus update,mike pence,trump coronavirus,virus protection,state of emergency,pandemic,coronavirus test kits,coronavirus pandemic,coronavirus task force",PT2M19S,hd,True,https://i.ytimg.com/vi/tTcM7KseaC0/default.jpg,https://www.youtube.com/watch?v=tTcM7KseaC0
ZOfdGTvBs8A,UCXIJgqnII2ZOINSWNOGFThA,price of pandemic dc restaurant owner on financial cost of coronavirus protective measures,Fox News,News & Politics,none,60038,738,0,405,2020-03-18T05:07:09Z,"fox news @ night,lifestyle,us,Fox News Channel,Fox News,news,politics,Coronavirus,wuhan coronavirus,wuhan china,Coronavirus treatment,Coronavirus china,coronavirus bill,public health,public health crisis,coronavirus quarantine,virus,viral disease,diseases,social distancing,white house,covid 19,coronavirus cases,coronavirus pandemic,China,Chinese government,us health,global health",PT5M29S,hd,True,https://i.ytimg.com/vi/ZOfdGTvBs8A/default.jpg,https://www.youtube.com/watch?v=ZOfdGTvBs8A
jTspYIVHFRs,UCXIJgqnII2ZOINSWNOGFThA,giuliani weighs in on cuomo trump relationship amid coronavirus pandemic,Fox News,News & Politics,none,331898,4219,0,2679,2020-03-28T03:40:00Z,"Rudy Giuliani,Giuliani,Rudy Giuliani New York,Rudy Giuliani coronavirus,Rudy Giuliani andrew cuomo,Rudy Giuliani bill de blasio,prisoners released,prisoners coronavirus,laura ingraham,laura ingraham tonight,ingraham angle,ingraham angle tonight,coronavirus,covid-19,coronavirus outbreak,new york coronavirus,cuomo coronavirus response,donald trump coronavirus,coronavirus pandemic,pandemic,rudy giuliani donald trump,coronavirus treatments",PT6M17S,hd,True,https://i.ytimg.com/vi/jTspYIVHFRs/default.jpg,https://www.youtube.com/watch?v=jTspYIVHFRs
H9N9M9IjXD0,UCXIJgqnII2ZOINSWNOGFThA,klobucher reacts to trumps handling of the coronavirus pandemic,Fox News,News & Politics,none,159480,1007,0,4199,2020-10-04T20:00:02Z,"Fox News Channel,Fox News,News,health,politics,Fox News Sunday,Amy Klobuchar,Chris Wallace,Coronavirus,Coronavirus treatment,coronavirus bill,public health,public health crisis,covid 19,coronavirus cases,us health,global health,coronavirus pandemic,coronavirus quarantine,social distancing,coronavirus relief bill,coronavirus peak,coronavirus vaccine,vaccines,medical supplies",PT9M45S,hd,True,https://i.ytimg.com/vi/H9N9M9IjXD0/default.jpg,https://www.youtube.com/watch?v=H9N9M9IjXD0
0sDAuWZPR-4,UCXIJgqnII2ZOINSWNOGFThA,hannity facts without fear amid coronavirus pandemic,Fox News,News & Politics,none,246946,5539,0,2250,2020-03-21T02:56:21Z,"Fox News Channel,FNC,Fox News,News,Latest News,Top stories,Sean Hannity,Hannity,Sean Hannity Monologue,Hannity Monologue,Sean Hannity Monologue TOnight,Hannity Monologue Tonight,Hannity china,hannity coronavirus,coronavirus outbreak,coronavirus pandemic,national emergency trump,china government lies,china goverment covers up coronavirus,china,dr. fauci,anthony fauci,dr. anthony fauci,hannity tonight,media coronavirus,joe biden,covid 19",PT16M46S,hd,False,https://i.ytimg.com/vi/0sDAuWZPR-4/default.jpg,https://www.youtube.com/watch?v=0sDAuWZPR-4
ob5_NvJz1io,UCXIJgqnII2ZOINSWNOGFThA,trump to declare national emergency amid coronavirus pandemic,Fox News,News & Politics,none,796647,7033,0,3505,2020-03-13T16:21:58Z,"Trump,President Trump,Donald Trump,Potus,President,White House,White House news,Trump news,us news,breaking news,donald trump,coronavirus update,fox news,fox news channel,coronavirus news,trump coronavirus,corona virus,trump on coronavirus,president trump coronavirus,trump coronavirus speech,covid-19 containment,coronavirus latest news,white house today,john roberts,harris faulkner,fox,news,outnumbered,trump news,trump today",PT3M19S,hd,True,https://i.ytimg.com/vi/ob5_NvJz1io/default.jpg,https://www.youtube.com/watch?v=ob5_NvJz1io
zvPsXsF4GEE,UCXIJgqnII2ZOINSWNOGFThA,mask mandate debate renewed as coronavirus delta variant spreads,Fox News,News & Politics,none,33344,454,0,1123,2021-07-23T08:00:30Z,"coronavirus,coronavirus pandemic,coronavirus masking,mask mandate,coronavirus pandemic mask mandate,bret baier,special report,bret baier special report,ben domenech,steve hayes,juan williams,juan williams fox news,Biden mask mandate,Biden coronavirus,White House mask mandate,White House coronavirus,masking,coronavirus fox news,jen psaki,covid-19,covid-19 pandemic,fox news covid-19",PT9M9S,hd,True,https://i.ytimg.com/vi/zvPsXsF4GEE/default.jpg,https://www.youtube.com/watch?v=zvPsXsF4GEE
iCz-flpshs4,UCXIJgqnII2ZOINSWNOGFThA,scalise on louisiana becoming the next possible epicenter for coronavirus,Fox News,News & Politics,none,68619,1129,0,683,2020-03-28T14:45:50Z,"Pete Hegseth,Hegseth,Fox and Friends,Weekend Fox and Friends,Griff Jenkins,steve scalise,scalise,coronavirus relief bill,relief bill,coronavirus stimulus package,Louisiana,louisiana coronavirus,coronavirus,coronavirus outbreak,coronavirus pandemic,coronavirus presser,coronavirus updates,covid-19,covid-19 pandemic,outbreak,pandemic,fnc,fox news,fox news channel,fox news media,fox news network,covid-19 outbreak,trump administration coronavirus",PT4M6S,hd,True,https://i.ytimg.com/vi/iCz-flpshs4/default.jpg,https://www.youtube.com/watch?v=iCz-flpshs4
fVpbMvz2auY,UCXIJgqnII2ZOINSWNOGFThA,trump delivers message to americas children during coronavirus pandemic,Fox News,News & Politics,none,217917,3258,0,1340,2020-03-27T23:13:52Z,"school,children,coronavirus school closures,trump,president trump,the press,press briefing,coronavirus,coronavirus outbreak,coronavirus pandemic,coronavirus presser,coronavirus task force,coronavirus updates,coronavirus white house press conference live,covid-19,covid-19 pandemic,outbreak,pandemic,trump coronavirus,trump coronavirus task force,fnc,fox news,fox news channel,fox news media,fox news network,education coronavirus",PT2M45S,hd,True,https://i.ytimg.com/vi/fVpbMvz2auY/default.jpg,https://www.youtube.com/watch?v=fVpbMvz2auY
Pw9p0w_hCNg,UCXIJgqnII2ZOINSWNOGFThA,tucker coronavirus pandemic response will require balance,Fox News,News & Politics,none,455779,10460,0,3527,2020-03-17T01:12:09Z,"Tucker Carlson,Tucker Monologue,Tucker Tonight,Tucker Carlson Tonight,Tucker Monologue Tonight,Tucker Carlson Monologue,TUcker Carlson reacts,Tucker carlson reacts to coronavirus,mitt romney,mitt romney coronavirus,coronavirus response,coronavirus,coronavirus vaccine,job market,economy,coronavirus ecomony,coronavirus outbreak,coronavirus pandemic,coronavirus news,pandemic,airline industry,hourly workers,president trump coronavirus plan,trump speech",PT7M29S,hd,True,https://i.ytimg.com/vi/Pw9p0w_hCNg/default.jpg,https://www.youtube.com/watch?v=Pw9p0w_hCNg
77TMszubRU4,UCXIJgqnII2ZOINSWNOGFThA,dr birx theres no evidence hydroxychloroquine helps with coronavirus,Fox News,News & Politics,none,236077,1648,0,7171,2020-07-30T17:06:35Z,"Fox News Channel,Fox News,News,politics,fox and friends,fox & friends,brain kilmeade,pete hegseth,ainsley earhardt,dr birx,deborah birx,dr birx fox news,deborah birx fox news,coronavirus,trump,trump coronavirus,mask,wear a mask,hydroxychloroquine,coronavirus cure,coronavirus vaccine,trump hydroxychloroquine,does hydroxychloroquine work,health,public health crisis",PT9M56S,hd,True,https://i.ytimg.com/vi/77TMszubRU4/default.jpg,https://www.youtube.com/watch?v=77TMszubRU4
B6MURuLUetE,UCXIJgqnII2ZOINSWNOGFThA,mnuchin on toll coronavirus pandemic is taking on us economy,Fox News,News & Politics,none,224983,2262,0,1896,2020-05-10T18:22:33Z,"Fox News Channel,Fox News,News,fox news sunday,politics,coronavirus,Donald Trump,small business aid program,small businesses,stay at home protests,Nancy Pelosi,Small business relief,Social distancing,Covid19,pay protection program,PPP,Stimulus check,reopening economy,Treasury Department,Steve Mnuchin,Trump economic task force,economic task force,us economy,coronavirus economy,state orders,state restrictions,government orders,stay at home orders",PT11M27S,hd,True,https://i.ytimg.com/vi/B6MURuLUetE/default.jpg,https://www.youtube.com/watch?v=B6MURuLUetE
EZ2TPymcdL4,UCXIJgqnII2ZOINSWNOGFThA,trump says us is on wartime footing in battle against coronavirus pandemic,Fox News,News & Politics,none,212837,2477,0,1477,2020-03-18T22:29:03Z,"President Trump,Donald Trump,Donald Trump coronavirus,coronavirus outbreak,coronavirus,coronavirus pandemic,trump press conference,coronavirus task force,trump coronavirus task force,mike pence,vice president mike pence,pence,trump,john roberts,fnc,fox news,fox news channel,fox news media,fox news network,coronavirus update,pandemic,public health,trump coronavirus,coronavirus us,us coronavirus,stock market news,covid-19 us",PT3M37S,hd,True,https://i.ytimg.com/vi/EZ2TPymcdL4/default.jpg,https://www.youtube.com/watch?v=EZ2TPymcdL4
3ebpS88BAwA,UCXIJgqnII2ZOINSWNOGFThA,steve hilton on the longterm consequences of coronavirus,Fox News,News & Politics,none,32904,865,0,312,2020-04-06T13:10:44Z,"Fox News Channel,Fox News,News,opinion,the next revolution,steve hilton,steve hilton monologue,steve hilton fox news,steve hilton the next revolution,steve hilton fox news monologue,coronavirus,us coronavirus,coronavirus relief,coronavirus response,covid-19,us businesses,coronavirus in the us,charlie kirk,charlie kirk fox news,economy,us economy,trump economy,coronavirus pandemic,stock market,coronavirus outbreak,coronavirus news,public health crisis",PT4M6S,hd,True,https://i.ytimg.com/vi/3ebpS88BAwA/default.jpg,https://www.youtube.com/watch?v=3ebpS88BAwA
YK_gq3PC7TE,UC16niRr50-MSBwiO3YDb3RA,coronavirus disease named covid  bbc news,BBC News,News & Politics,none,903829,6924,0,2505,2020-02-12T07:17:42Z,"bbc,bbc news,news",PT9M38S,hd,False,https://i.ytimg.com/vi/YK_gq3PC7TE/default.jpg,https://www.youtube.com/watch?v=YK_gq3PC7TE
gtf9j06EOvo,UC16niRr50-MSBwiO3YDb3RA,coronavirus nations heading in wrong direction with covid says who  bbc news,BBC News,News & Politics,none,111834,820,0,780,2020-07-14T11:19:56Z,"bbc,bbc news,news",PT9M40S,hd,False,https://i.ytimg.com/vi/gtf9j06EOvo/default.jpg,https://www.youtube.com/watch?v=gtf9j06EOvo
